3.390e-0	1.5114	4.220e-2
3.413e-0	1.4973	3.420e-2
3.436e-0	1.4845	2.740e-2
3.460e-0	1.4721	2.200e-2
3.484e-0	1.4612	1.860e-2
3.509e-0	1.4513	1.520e-2
3.534e-0	1.4421	1.260e-2
3.559e-0	1.4337	1.060e-2
3.624e-0	1.4155	8.020e-3
3.732e-0	1.3942	6.850e-3
3.775e-0	1.3873	6.600e-3
3.847e-0	1.3773	6.960e-3
3.969e-0	1.3645	9.160e-3
4.099e-0 	1.3541	1.110e-2
4.239e-0	1.3446	1.450e-2
4.348e-0	1.3388	2.000e-2
4.387e-0	1.3381	2.300e-2
4.444e-0	1.3385	2.600e-2
4.505e-0	1.3405	2.900e-2
4.547e-0	1.3429	2.930e-2
4.560e-0	1.3442	3.000e-2
4.580e-0	1.3463	2.850e-2
4.719e-0	1.3442	1.730e-2
4.904e-0	1.3345	1.290e-2
5.000e-0	1.3290	1.200e-2
5.100e-0	1.3233	1.250e-2
5.200e-0	1.3180	1.340e-2
5.263e-0	1.3143	1.400e-2
5.400e-0	1.3062	1.750e-2
5.556e-0	1.2972	2.400e-2
5.714e-0	1.2890	3.500e-2
5.747e-0	1.2873	3.800e-2
5.780e-0	1.2860	4.200e-2
5.814e-0	1.2851	4.600e-2
5.848e-0	1.2854	5.200e-2
5.882e-0	1.2881	5.700e-2
6.061e-0	1.3016	6.900e-2
6.135e-0	1.3090	7.000e-2
6.250e-0	1.3172	6.700e-2
6.289e-0	1.3189	6.500e-2
6.329e-0	1.3204	6.400e-2
6.369e-0	1.3220	6.200e-2
6.410e-0	1.3224	5.900e-2
6.452e-0	1.3215	5.700e-2
6.494e-0	1.3204	5.600e-2
6.579e-0	1.3181	5.500e-2
6.667e-0	1.3171	5.700e-2
6.757e-0	1.3181	5.800e-2
6.897e-0	1.3195	5.700e-2
7.042e-0	1.3193	5.500e-2
7.143e-0	1.3190	5.500e-2
7.246e-0	1.3191	5.400e-2
7.353e-0	1.3180	5.200e-2
7.463e-0	1.3163	5.200e-2
7.576e-0	1.3154	5.200e-2
7.692e-0	1.3154	5.200e-2
7.812e-0	1.3155	5.000e-2
7.937e-0	1.3145	4.700e-2
8.065e-0	1.3119	4.300e-2
8.197e-0	1.3068	3.900e-2
8.333e-0	1.2993	3.700e-2
8.475e-0	1.2925	3.900e-2
8.696e-0	1.2839	4.000e-2
8.929e-0	1.2740	4.200e-2
9.091e-0	1.2672	4.400e-2
9.259e-0	1.2599	4.500e-2
9.524e-0	1.2451	4.600e-2
9.804e-0	1.2224	4.700e-2
1.000e1		1.1991	5.100e-2
1.020e1		1.1715	6.500e-2
1.031e1		1.1553	7.500e-2
